item_id,item_price,category_1,category_2,category_3,product_type
62486,1273,16,4,119,6370
87153,5440,1,36,203,4646
42206,8192,9,44,114,1529
78910,30419,17,26,328,2874
113835,2365,17,39,151,9244
62560,243,4,1,111,4064
33287,2557,11,51,290,4141
3980,2691,7,71,121,9820
75829,384,12,57,171,2874
17064,1785,12,30,331,6691
85285,544,12,57,171,578
25400,4702,9,44,114,4458
79848,7737,8,40,84,763
1979,7296,1,42,157,5411
97177,2297,10,43,223,10484
20058,12736,16,68,326,9880
32882,1926,13,58,341,7901
106031,889,13,67,32,1762
48906,1600,12,57,44,6822
85128,5126,12,10,96,8221
101044,1783,11,51,329,5622
97896,665,11,70,322,5676
86354,1337,11,51,242,2712
15635,700,7,24,100,8484
22497,1670,17,8,113,9225
42785,5113,10,63,295,5545
38374,4602,12,57,85,7621
119408,1171,14,62,324,1610
7442,275,11,35,240,8506
34381,4550,17,26,328,365
51529,3741,17,69,154,7329
1556,1913,13,67,170,10116
67288,563,13,58,254,4862
35844,1465,0,6,145,3684
89346,12728,16,20,118,6260
30156,2163,13,58,135,4378
91304,1981,13,18,5,3934
103325,2392,16,4,119,3184
120567,1785,13,67,170,6186
55593,40960,1,42,157,6827
116531,1126,15,79,107,3899
49402,2496,7,54,330,1840
44069,1259,17,8,113,7059
110213,761,13,67,170,7863
33331,2131,1,36,203,2376
37018,563,14,29,199,5559
27060,1152,7,31,12,4309
14937,3910,7,31,12,10344
18811,761,7,54,270,1071
107391,2688,10,43,223,7606
56337,633,14,29,257,7948
102125,1006,16,4,119,5198
30342,16128,9,9,90,8826
92275,1139,12,57,54,8023
23785,14016,16,4,6,5403
97463,972,0,45,138,10102
279,614,0,45,138,1037
12983,4992,13,78,205,4279
63128,2880,17,26,233,5276
110398,544,13,78,221,9582
83901,24988,17,39,151,2874
109865,1145,13,67,141,2189
16156,9085,17,39,151,6209
110751,505,0,45,73,2661
79324,22848,11,51,15,2069
87461,9393,9,3,312,5988
96567,249,14,61,132,4824
32274,12403,9,3,48,2851
118522,3150,17,39,151,251
36038,1401,10,63,303,2845
113190,2009,10,43,223,3055
81673,25536,15,13,74,10004
30771,1984,7,31,12,6239
47050,1011,4,74,292,9498
23849,376,11,51,290,3844
64988,2240,13,58,189,2774
73262,15936,16,56,93,10297
89339,501,7,71,146,8465
1088,2752,11,51,329,4025
19848,7557,17,8,159,5276
37349,1036,17,39,252,4741
3177,633,13,58,75,9839
72036,12096,7,72,245,740
110336,614,14,62,315,8806
126432,441,7,71,146,8936
19021,4160,0,45,81,5690
95590,6393,0,45,73,7729
42283,960,14,62,333,6142
12484,3833,10,43,223,5251
89455,335360,1,7,231,9314
122542,2298,0,6,145,721
121909,2062,7,24,100,8415
52381,1792,12,57,18,3151
72530,29568,1,7,308,6932
95435,3316,7,72,179,3372
14014,1011,0,45,117,1110
112173,1440,15,0,214,2951
130090,2547,4,38,62,8121
90847,1802,17,8,279,1155
105282,1273,10,43,223,5251
74813,1536,9,37,162,2106
35949,78707,16,56,253,2427
129837,889,10,63,303,5251
107548,723,14,29,199,2637
4698,3193,13,18,5,2628
128068,2701,7,23,219,2882
57958,30016,1,42,157,7603
88237,1273,11,51,242,10414
43621,3648,1,7,300,2331
112591,460,7,71,228,9141
81040,1472,7,31,271,9975
96893,3257,1,7,231,10497
31995,889,7,24,100,2828
90844,684,0,6,50,5130
54129,2291,4,38,62,7554
30158,2666,17,26,328,5091
54657,14592,1,7,338,9015
109537,1536,12,57,85,1427
81284,2868,9,44,114,10412
81780,844,17,39,252,8909
23232,576,0,45,138,1457
76352,1722,13,58,265,4119
4386,825,7,23,137,10247
83217,857,0,45,73,5122
109037,24875,16,56,158,1417
10960,537,14,62,323,4770
100434,889,10,63,303,2845
103998,620,4,38,62,9893
60912,22286,16,20,293,3184
84000,1017,4,1,111,3202
43371,28518,9,3,312,5161
98063,180352,9,3,27,176
74961,793,7,71,121,8698
15308,3136,1,64,263,8727
62909,1716,4,38,62,636
129096,2810,9,44,164,986
127627,2297,7,46,229,8506
120543,6048,8,41,36,5976
74342,4297,8,40,84,6825
74545,35776,1,36,28,6122
25329,1240,9,37,162,2835
24111,1164,0,45,320,7214
51313,1587,13,78,134,699
20693,10883,12,57,85,9333
44169,7123,8,41,36,5976
10340,4665,15,47,89,2874
8611,6528,1,7,338,4049
94247,710,16,15,53,6499
53186,1395,9,44,114,3766
33974,9600,11,51,178,3021
69165,2234,16,4,119,7547
44127,1664,10,63,216,3062
28112,2822,12,57,54,5362
114147,6080,16,4,119,8812
117474,416,11,51,15,5455
18706,3621,8,40,84,4924
39592,2298,13,78,108,5032
69707,3001,13,58,273,6186
115391,12857,9,3,27,3009
71945,1395,4,38,62,8121
75160,3193,7,54,330,8562
38,1843,7,71,146,3584
121934,345,13,58,189,3248
74825,1433,14,62,112,491
27164,1081,13,78,134,10112
109732,8320,13,78,205,4279
114823,544,13,5,207,734
117215,1049,13,58,135,10072
40158,1280,13,67,170,7354
90956,9216,17,39,297,2874
119704,4020,7,23,219,7582
79847,2240,0,45,138,4422
66347,2169,13,67,170,5217
27250,7616,10,43,223,910
84534,1716,17,39,151,7071
122999,896,11,51,15,1461
28051,14531,6,14,63,677
15067,1907,11,76,67,8268
29741,2643,13,78,72,699
80651,3187,4,38,62,2861
64193,83136,1,36,28,9397
3940,5126,16,68,326,3484
20661,2027,17,69,154,5987
86589,2547,9,44,114,1392
83333,858,14,61,132,5972
47570,1587,4,74,292,1945
48824,1702,17,39,252,2874
44394,2062,9,44,114,9776
128206,2547,4,38,62,2106
27306,1529,12,57,171,9035
36266,1178,9,44,114,2065
13852,1913,10,43,223,7701
74943,2553,10,63,295,6
113312,1593,13,67,170,6186
31948,1977,13,67,170,1613
34176,576,0,6,145,4638
620,2388,7,71,146,1446
132401,403,11,35,240,9926
57606,1843,0,45,138,6116
71670,608,11,35,240,8445
121663,3084,7,31,271,2482
1747,4602,0,45,73,3774
45858,2553,0,45,73,6014
56540,1913,10,63,295,5545
18694,4467,9,37,162,2106
10363,1376,1,7,338,7069
82819,2432,17,39,151,2874
112835,377,11,76,24,4192
124491,107712,16,56,17,7454
89770,3193,10,63,295,324
8048,2355,12,57,85,2106
5104,39552,16,17,272,985
20347,3136,4,38,62,7048
74333,25536,15,13,74,9279
131186,48579,16,56,158,2953
48594,1267,4,74,292,7088
75128,80889,1,7,300,9397
5308,1367,17,8,279,8375
87130,761,13,67,32,6186
39956,75392,1,7,308,9939
9437,7294,9,9,244,8609
53181,10176,1,28,220,10497
112399,3702,17,69,154,531
79096,1516,7,23,149,1236
88892,9504,15,0,214,9213
75193,121,8,21,139,6498
111395,3651,17,26,233,3304
1346,2759,17,8,279,2874
57256,3833,7,24,100,5251
100329,4224,10,43,264,1052
129848,1941,13,78,134,7844
98240,1273,0,6,277,9670
66535,2683,9,44,16,986
90541,6336,16,56,42,9641
128302,633,4,74,292,3247
75251,3833,12,57,44,9591
104332,2880,14,62,106,1045
126154,5113,12,57,85,8663
96595,377,12,57,85,5416
89223,1529,11,51,329,7233
14130,9296,17,39,252,977
88355,2707,17,26,328,5688
104735,31232,7,24,284,7455
15434,6656,9,9,244,9008
9489,1587,13,67,168,7703
81199,4473,10,43,223,10484
126218,2304,17,39,297,4208
121063,633,12,57,184,1713
14221,569,4,38,62,7554
108568,512,17,39,151,7071
105786,2284,9,44,114,2305
42024,1440,12,57,171,7885
85344,10227,10,63,220,8898
15266,5829,17,39,151,2699
25857,31360,1,36,28,6239
90211,1081,7,46,229,9141
63915,806,7,71,228,545
130943,20480,15,0,214,4102
132498,3590,7,31,271,4309
12202,2466,9,44,114,7441
40264,1505,4,38,62,5609
21844,825,13,58,265,2593
66012,8323,9,9,244,9086
9937,9487,9,44,16,10304
73025,633,10,63,295,4452
125054,5679,17,26,225,5688
56297,524,17,39,297,9960
76492,947,16,4,185,2289
26657,716,13,5,65,1762
132848,20032,0,6,50,4644
90328,1408,0,45,138,6557
106051,2496,6,14,80,8162
100302,1552,14,61,132,4057
55242,13518,17,39,151,5007
128321,8649,8,41,36,2455
78768,604,15,0,214,2518
127895,1632,13,67,32,7532
3011,1088,11,76,147,9926
47803,953,13,5,65,6186
56648,1077,17,39,151,2037
52383,9280,1,28,336,908
120191,6720,8,40,84,4924
37549,1486,14,61,159,7093
25639,1337,13,78,134,10112
104863,953,7,31,12,7233
108659,640,0,45,73,2661
85570,204,11,51,242,4858
21215,564,9,9,244,7467
77107,480,11,76,24,6658
130,10528,14,62,106,8804
24290,3648,17,8,279,2813
128543,570,17,39,252,10239
127894,810,4,74,292,2874
26518,3587,4,38,62,10220
115724,2873,13,58,47,2735
67935,806,13,58,102,5572
19358,9683,9,9,90,9086
83913,217,13,18,198,8511
5920,2160,16,56,188,60
108414,5754,10,63,216,12
110031,10176,13,58,47,4068
42637,492,14,29,199,8191
62347,1440,14,62,324,4183
35043,974,4,38,62,2874
10254,8896,7,71,121,1111
102992,117760,1,42,157,2186
110255,52352,1,36,203,6108
102778,86272,1,36,28,6108
79552,211,7,31,12,1969
53160,2586,13,5,22,9068
12835,10816,14,62,201,6607
55320,3136,17,8,113,9595
24460,4602,10,63,295,10484
116030,825,7,23,219,7539
12210,1689,14,62,112,491
28075,3444,7,33,202,4126
2018,2181,0,6,50,5441
39879,1824,13,58,254,9839
83334,16512,1,64,263,1617
26850,4531,4,38,62,8121
100883,570,12,57,212,5834
23632,1126,1,59,144,6456
67886,19136,15,13,74,9279
9791,73660,11,51,15,5783
9718,4857,1,7,338,476
56610,7616,10,63,220,3055
17573,33920,1,28,283,6122
35934,3577,16,56,305,2293
94182,1017,4,1,111,3202
49897,1017,13,58,265,2593
55388,1408,11,51,15,1461
51630,9279,13,78,134,3615
42388,601,16,4,119,7136
79753,6963,1,7,308,6805
109372,1481,9,44,164,986
46677,2547,10,63,216,7615
32806,1958,17,26,328,8127
25879,598,17,69,194,3644
24398,825,11,51,329,6673
14846,6080,16,68,40,9227
47446,3833,7,31,12,4261
131008,505,13,58,273,601
100237,4089,17,69,59,10019
52491,4467,6,49,209,4389
104467,4435,9,37,48,6226
28992,1216,17,8,43,9809
34823,20736,9,3,27,3593
7647,569,8,40,76,231
33375,505,12,57,85,1931
119468,2136,17,69,154,4941
78279,1523,13,58,173,6039
20157,50496,6,14,197,9866
88275,18822,9,3,27,9259
47743,563,12,57,171,907
126411,5369,10,63,303,4936
38868,14528,8,40,84,965
35717,1312,17,8,279,5276
75593,787,10,63,216,1180
60254,1760,14,62,317,7268
100640,633,14,62,317,6870
48363,672,13,58,265,6186
55776,569,10,63,216,7615
8662,20992,8,41,36,6811
6168,2547,9,44,16,2645
124811,2177,9,44,164,3766
9911,1715,13,58,75,5400
122946,851,14,62,324,108
64984,1632,17,8,9,8481
52801,1920,11,70,130,6948
37479,24704,9,66,193,8483
84490,3168,17,8,279,1252
60368,3374,8,41,36,1485
89427,20736,9,3,27,3593
102314,1177,9,37,162,2159
25760,28364,9,3,27,4282
532,2874,10,63,303,12
7284,4416,12,57,85,6822
3604,1504,12,57,54,7885
55469,1440,14,29,199,7436
10580,3827,7,46,229,7738
65128,73579,16,56,253,9878
34796,1977,1,64,263,5853
130239,6336,14,29,199,7098
57346,1008,17,39,252,4741
126009,2553,13,58,254,5572
131118,864,14,62,315,2994
20439,3136,11,35,20,6737
62424,864,13,5,65,1497
79066,92864,8,40,313,3642
75328,2553,7,23,219,6786
93571,569,11,35,148,8834
3505,633,13,78,134,4360
43671,3321,13,58,189,7390
34405,691,16,4,119,8634
1684,953,13,67,170,8003
41278,1684,7,71,121,10327
105983,2165,11,76,24,2456
72361,18227,11,51,220,9543
105854,2105,11,51,290,9181
113981,9158,17,39,299,177
51447,3340,13,78,221,9582
18092,1913,4,38,62,6144
67820,2298,13,67,170,1910
59799,55616,1,7,308,4646
123153,3833,8,40,84,6498
114728,12096,16,68,326,3561
5692,10886,14,62,323,3657
44615,2041,13,67,170,7532
58791,1529,12,57,54,8577
21502,1017,12,57,85,164
123867,974,7,71,146,8162
113532,771,17,39,151,7428
95052,1209,14,62,77,6870
5093,6384,17,26,328,2761
50018,1258,17,39,151,9821
101184,4793,7,31,12,4261
123186,1465,13,58,189,2628
50690,3065,13,78,134,2167
35711,761,14,61,132,8600
15005,2528,0,6,145,8160
31386,2553,13,58,61,8426
56813,805,14,61,132,6648
32894,8896,1,28,283,9015
12366,1223,14,62,112,491
103918,1856,4,38,62,7121
116847,23980,1,42,157,4540
39168,974,4,38,62,2874
68125,6854,13,58,75,9003
35170,1395,14,61,132,5972
46265,3718,8,41,36,7102
48174,2908,9,44,164,986
131601,1267,4,1,111,3202
34045,1856,4,38,62,3928
89712,940,0,45,73,7753
7395,17353,8,21,104,1119
67909,16512,1,64,263,1845
98495,1145,13,67,32,8556
120448,40960,1,36,28,3805
128025,3840,7,23,219,3744
32808,570,12,57,44,7621
42933,272960,8,40,313,3642
36603,2976,12,57,171,7885
54676,2355,13,5,22,10351
56062,3808,11,76,24,4192
102894,825,13,67,32,3497
53914,858,4,38,62,7048
37269,2969,10,63,220,3055
68717,1152,9,44,114,8131
105620,2547,16,4,119,5133
109186,953,7,24,100,2510
15249,1312,14,62,315,4500
12693,960,0,45,73,3940
63909,1600,12,57,212,2874
87276,8552,7,31,271,6864
83700,3193,16,19,316,9227
21943,480,14,29,332,8070
128569,6092,9,9,90,9441
114199,30187,16,25,109,3184
129826,3582,4,74,292,6339
53767,1664,14,29,199,5562
20469,505,11,51,329,6105
94795,1267,4,38,62,10412
86289,8000,8,41,36,4541
131708,6848,13,78,134,1187
97562,30041,16,56,256,3045
86339,3797,17,8,113,2369
123158,3283,6,77,325,3299
37095,697,12,57,171,1713
73484,179136,1,7,308,6005
81490,3456,13,78,205,3658
110457,2931,13,18,5,3934
10798,1523,13,58,189,5773
55348,4838,4,38,62,3680
4912,3840,7,31,12,6210
84267,1049,14,29,199,8366
71801,569,0,6,50,5441
61614,7315,9,44,16,3302
698,3066,17,8,279,2874
20405,4585,13,78,108,2167
112116,3571,17,39,151,7071
101700,11200,14,62,201,4077
107470,2195,4,38,62,6751
130970,627,12,57,171,9495
39621,2169,7,31,271,4309
90146,5984,1,36,28,9397
47105,6976,10,63,216,12
84356,54966,16,25,109,3184
79284,110123,16,68,319,5403
55563,22969,17,26,328,4484
123679,1011,13,18,291,10171
19459,11673,1,42,157,10331
123740,4473,7,31,12,1181
112746,8960,11,76,67,490
130488,10246,16,56,93,9641
45753,1569,1,12,301,8066
107230,2626,0,6,50,3529
120562,3277,13,58,75,10541
98221,10368,11,70,190,2921
87219,17484,16,56,158,1417
71741,76160,1,7,231,9314
16604,3833,7,71,210,1732
44298,2102,7,23,149,861
19955,2688,13,67,168,4322
21810,2010,13,78,134,10112
60308,5702,17,8,159,9041
110091,915,14,62,77,9031
110840,640,14,62,317,1421
118737,2682,0,6,50,6407
56776,4020,11,51,220,9780
54167,1907,6,73,249,5798
15412,1854,13,78,134,6258
14740,26601,9,3,238,2099
71193,4106,16,4,119,6243
114095,1913,13,18,5,1049
39688,2545,17,8,279,8646
73080,569,0,6,169,3584
2504,864,13,58,265,7063
13463,3449,10,63,303,4702
34206,26752,16,56,256,8986
41575,3444,14,29,199,9532
124332,37760,6,14,247,5763
122056,1587,12,57,18,907
484,2246,9,37,162,252
96700,12486,16,56,158,3045
105264,1593,4,38,62,5609
97908,96,8,21,139,6498
41781,31948,9,3,27,3009
14848,25280,16,19,56,10032
124416,3237,17,26,328,9041
20767,23616,1,42,157,7603
71951,2489,13,67,170,1613
39555,889,13,5,65,3934
47254,691,17,8,123,9041
76036,8451,16,56,188,2906
108462,12032,9,3,312,9174
65007,1707,6,73,249,1826
102970,3955,4,38,62,8121
1889,15232,9,3,172,3598
61803,2547,17,8,113,6936
110046,15123,9,66,193,9789
64005,3577,7,31,271,10170
46254,2176,13,78,134,9839
86576,441,14,61,132,990
30307,11072,16,17,272,60
3118,1043,13,18,198,2557
75968,1428,7,24,100,1700
184,16576,8,40,313,3642
31981,7482,9,9,90,1073
74485,4596,7,23,192,2874
35576,25536,1,42,157,5164
96654,5868,0,45,73,9410
85295,1664,1,12,301,5735
52551,7033,10,63,216,7701
130432,20073,9,9,244,3978
22358,569,7,46,4,9141
16272,4467,0,6,50,6596
51276,23385,8,40,84,8915
19618,4616,13,58,75,7631
11400,684,10,63,216,3055
62194,4279,11,35,20,8404
126346,98496,16,25,160,5403
115904,149203,1,42,157,10331
39272,1792,0,45,73,5524
18051,1681,7,46,229,1732
85123,4544,11,76,67,7455
233,1658,11,51,329,9660
98756,633,0,45,73,9935
115196,1139,8,40,76,231
32726,1900,1,7,300,2417
12178,11872,1,7,338,8536
103613,1280,11,51,14,9945
63551,5241,17,55,58,3265
99423,1273,10,63,295,6
113295,736,13,67,168,4545
3003,1536,9,9,90,9167
115940,768,11,51,329,5622
51554,2016,13,78,134,2328
132794,2870,16,4,119,9038
42153,627,11,51,329,6315
54991,702,11,70,130,3804
117032,31232,16,17,272,985
5252,2233,13,18,291,8578
80465,2105,14,61,159,7768
124564,1913,13,52,275,6439
35492,7616,16,56,256,8986
60302,1920,11,70,130,6948
128123,10176,1,42,157,10333
88493,4153,17,8,279,5276
93685,2298,10,43,223,8239
37168,140134,9,3,27,6878
26371,1612,11,35,148,162
92395,480,11,76,147,5456
107623,6819,17,8,159,5276
83986,1254,10,63,216,2642
132527,3008,0,6,50,7325
89552,1403,4,38,62,4297
47809,8288,12,57,85,569
14799,6854,0,6,50,8580
72453,1728,4,38,62,3683
106164,2944,13,78,134,9839
111578,4026,10,43,223,7701
92703,2432,7,31,271,5939
33886,2592,11,35,20,8404
97044,185,12,57,171,5416
50752,2067,13,78,108,5353
26947,3686,0,45,73,4340
106708,633,13,58,254,7892
49888,17280,17,8,159,5276
93660,1376,10,43,223,3055
30245,2048,7,71,228,545
46579,114560,1,42,157,5208
125501,3225,9,66,255,844
132441,6336,16,68,326,3561
84736,48281,16,56,253,3184
31330,2233,13,78,134,8168
44898,819,9,9,244,2106
77910,88345,9,3,27,6878
113203,3444,16,17,272,7274
6632,12736,17,39,151,10304
6102,2131,12,57,44,1192
20978,2505,16,4,6,7658
29210,486,17,8,279,8607
44791,441,16,15,258,7547
97202,2496,13,78,134,6351
7884,2466,9,44,114,7441
84272,18496,1,7,308,10503
7189,1516,13,67,141,238
117180,1033,4,1,111,4064
6339,1568,17,55,70,6164
3115,3507,4,38,62,8121
26906,1324,11,51,15,9543
104515,832,13,67,168,1668
45439,4204,17,8,159,9041
23522,1081,9,37,162,3978
106891,16224,8,40,84,763
2237,37312,7,31,321,2086
113585,2291,11,76,24,1732
110590,889,12,57,171,4560
132492,633,14,61,159,7093
47598,2142,11,70,322,2874
78353,825,4,38,62,8074
45279,4736,13,58,254,10541
54578,63,9,37,162,9597
64865,2169,13,5,22,7916
34756,7127,9,9,90,10400
128546,608,13,67,168,8711
40163,3162,13,78,287,9189
118986,3818,17,8,159,9041
66674,43110,9,3,238,2607
45907,3776,17,39,151,2874
22817,2125,11,51,15,5892
132056,1907,9,37,48,2106
17449,11577,14,62,315,1397
105881,4841,17,39,151,977
128782,5747,7,24,100,8923
11948,1267,4,38,62,5049
7652,6336,1,36,203,8189
26479,11840,6,73,239,8626
48720,2695,9,44,16,3302
36058,224,0,45,138,1423
65729,83,13,58,273,9854
36328,27904,1,42,103,10083
84759,3831,14,29,257,9110
56169,6323,10,43,223,1617
128073,294,11,51,242,2809
10107,2917,16,20,86,7335
110655,633,4,74,292,5748
90365,24512,1,36,28,4967
99450,7372,11,35,20,2381
70657,883,8,21,268,2616
27334,6336,11,51,46,504
79430,3587,16,56,188,9227
122051,633,17,39,151,124
90027,743,17,39,252,977
70099,33840,17,26,328,5296
56401,1353,17,8,159,8607
11288,1785,13,78,205,4279
88503,2067,17,69,194,8481
22662,953,11,51,242,2712
36926,633,13,78,72,7146
30512,685,12,57,212,5834
35128,9472,12,57,171,10506
6552,1849,7,24,100,5403
112544,1920,16,17,236,8374
26101,2298,13,5,22,7099
116837,3193,10,63,216,7615
107906,2816,7,24,126,1890
19653,1121,9,37,162,2159
107696,5702,13,58,102,10107
32535,1536,13,58,102,2088
31788,1123,17,8,123,9800
68185,1657,1,12,301,9397
71381,11200,13,58,265,10353
32355,3937,9,44,16,986
82123,633,17,8,279,2874
89343,4096,1,28,314,5164
111251,3385,0,6,145,8179
24313,152,13,58,280,9173
84505,28339,9,3,27,3009
7256,4128,17,39,252,1007
52420,98396,16,20,86,3184
3329,17216,1,36,203,2475
46902,1273,13,78,134,4498
18185,5228,17,39,151,2874
20548,7488,13,78,134,894
76678,2112,17,8,279,5276
14191,10816,1,28,314,6330
68924,633,8,21,139,6498
3310,1907,7,31,271,5456
108844,34240,1,28,283,3805
47962,11411,1,42,157,4967
59193,4619,11,51,15,5783
40386,2553,11,35,148,8445
132707,2425,4,38,62,5609
72941,1273,13,67,32,8834
62254,3251,12,57,171,4790
19138,4037,9,44,114,986
90307,41472,1,42,157,1845
41055,1785,17,39,252,2996
12047,2464,1,7,338,7069
46908,633,4,38,62,5055
91003,4460,16,56,158,1417
118779,800,13,67,141,2189
37811,1094,14,62,317,9501
29031,1273,6,14,80,8986
92610,28339,8,41,36,2162
6680,1516,4,38,62,6751
77229,2816,13,58,191,9839
16263,3443,4,38,62,8121
7300,3187,4,1,111,3036
110535,755,14,61,159,1694
98825,4556,11,51,329,6295
68911,1800,17,39,252,4389
6027,953,10,43,223,5251
123781,2703,9,66,255,9774
41265,8307,6,49,60,8858
110352,152,12,57,44,1713
93099,4224,14,62,106,6698
49389,1587,17,69,194,1629
43539,1209,7,23,219,7652
37598,6720,16,56,188,4017
106194,1735,13,58,280,3248
26537,128348,9,3,27,234
124628,2246,12,57,44,9333
108000,4956,9,66,193,9774
40824,40704,16,68,326,985
96898,43563,16,17,272,985
55738,1184,13,5,65,6186
65827,2368,14,62,317,6003
70872,2368,16,56,17,4998
15476,1958,17,8,113,507
93969,16889,1,36,28,2376
28768,1273,6,14,80,2546
122505,2720,7,24,51,7577
17574,1779,13,18,291,2130
126135,1209,13,67,168,3927
128614,51558,16,56,253,2953
93373,5126,11,51,220,2381
2390,1267,14,61,186,3289
74291,4736,1,28,336,7640
74913,92416,16,68,319,3184
90631,1120,7,46,4,1840
91546,430,12,57,44,1713
109285,5702,7,24,100,3201
118889,9536,16,56,93,1538
102436,1900,17,39,151,10304
84611,2496,10,63,303,3055
31636,2526,17,39,151,9244
96752,18263,9,3,48,344
88103,1536,14,29,199,2994
122869,3936,16,17,272,7003
23023,6272,12,57,44,5890
52041,3193,4,1,111,1852
34871,6976,7,54,330,6525
109354,1600,7,46,229,8411
81586,3415,17,8,113,10025
111324,1907,12,57,171,7238
118110,953,7,31,271,6673
74578,39360,1,28,283,6827
129236,1123,17,39,151,6648
23243,455,14,61,132,5972
124226,1715,17,8,279,4661
88172,1267,4,38,62,4297
38562,1728,17,8,279,87
57492,4160,17,26,233,3304
16667,4480,7,33,202,1154
81956,226771,16,56,253,3184
27252,3187,4,38,62,2106
108663,6976,16,68,40,9227
51476,1504,10,43,264,2604
123705,2099,4,38,62,2106
59894,2770,7,23,219,430
82578,37952,16,68,326,985
4712,1206,0,6,50,841
33975,3827,9,9,90,5366
38519,179,11,51,15,9325
85472,1280,11,51,329,5622
121007,101760,6,14,80,2190
58835,3200,7,24,100,6371
110452,2172,17,26,328,2874
38064,4467,9,9,244,10412
129806,1971,17,8,159,9549
121860,1505,4,38,62,5609
63314,8582,1,42,115,9961
112761,4281,14,62,333,8307
46830,1587,13,5,65,1497
52627,3548,11,35,148,1683
41610,53760,4,38,19,3893
102201,2361,14,29,199,6714
63091,1958,16,4,119,4339
42416,27494,9,3,27,3009
7507,1597,17,39,151,479
24413,716,14,62,112,491
65183,1088,12,57,212,3544
114980,571,6,14,247,5269
105350,2298,13,58,280,9173
9035,2931,4,38,62,8121
44509,22336,1,42,157,4540
123948,2534,12,57,85,7238
57253,2304,0,45,73,152
104257,633,13,58,75,2628
132058,7616,9,44,114,1193
60573,2169,13,58,280,2344
67687,2611,12,57,18,929
123275,3934,11,35,20,6105
45694,5126,16,20,269,3524
15296,4089,13,78,134,7844
765,1011,8,40,76,231
26478,8256,1,12,301,2376
101551,1465,10,63,303,5251
37870,2465,9,44,164,3766
3030,3264,9,9,90,9008
82295,3712,9,9,244,9008
2940,243,8,40,76,231
131638,6272,7,31,271,10386
119073,2233,11,51,242,9543
44505,11404,4,74,292,2424
32739,12038,13,78,72,5381
28593,3776,9,44,114,8890
93491,3966,17,69,154,1453
9924,4409,9,44,114,3522
59041,141603,16,17,131,6464
65697,1920,1,7,308,4049
80088,5097,17,39,151,7428
114575,794,11,51,329,612
25508,1408,12,57,171,578
99885,960,14,29,199,7948
24274,1273,13,58,265,8834
24556,2240,8,40,76,4371
91422,2944,14,29,199,1897
91226,1011,12,57,54,8023
103734,2695,9,44,164,5420
470,4000,10,43,187,6077
77520,15079,17,39,151,4683
30504,15488,6,49,60,8858
3719,5696,17,8,113,4757
82985,128,0,45,117,1457
60596,475,17,8,279,8607
87801,1906,11,51,290,2277
31342,1658,14,61,159,7093
60015,288,11,51,242,2822
102190,6336,1,7,338,4986
11876,876,13,58,265,6008
109814,704,11,51,181,9181
129345,953,0,6,145,2056
123618,460,13,58,135,4956
34616,23552,14,62,333,7111
55148,304,4,1,111,9362
44977,63596,1,42,115,10331
44726,1472,12,10,96,2874
55781,1267,0,45,138,6545
34493,538,7,46,285,9439
110309,947,9,44,164,4660
35622,8236,8,40,84,6498
669,1273,13,78,1,2466
116209,2048,9,37,162,2106
49947,1529,13,58,189,3829
33920,13052,1,28,220,1270
21646,9504,17,8,159,5276
117852,1123,17,8,123,9800
90940,889,14,62,77,3101
111064,569,7,33,95,9546
19891,1401,13,58,280,9011
55810,3065,11,35,20,4867
72056,2496,17,8,279,5276
75124,44,11,51,290,5849
15554,4320,14,61,159,1763
63547,593,11,70,322,662
23000,2292,4,38,62,636
82207,2547,9,44,16,2065
113795,1740,11,51,15,8873
41716,816,12,57,171,468
6659,19136,1,42,157,4986
39337,5753,7,23,219,9247
96563,2297,4,74,292,144
14592,5635,9,44,114,3207
27894,7680,11,51,242,10056
12525,2995,11,51,329,3113
37120,2105,10,63,295,6337
36098,1689,9,66,255,8579
35380,6649,17,8,159,5276
63563,1382,8,21,139,7936
2682,416,12,57,171,6059
13094,1465,0,6,277,9670
130018,2131,17,39,297,2874
50380,480,13,67,168,1668
7228,21696,14,62,315,9010
26380,979,13,58,280,4264
2655,12614,11,35,20,1514
38977,796435,16,25,109,3184
1695,972,12,57,171,4560
65227,2208,13,58,265,1254
11643,152,12,57,171,8475
102504,908,13,58,265,5897
48007,1344,13,58,341,3933
132658,1344,0,45,138,4340
67403,1587,11,76,24,5566
41421,633,13,58,102,6772
128104,1267,17,8,279,6323
77163,1203,17,8,279,6323
109849,2071,9,44,114,2065
130380,1804,11,51,329,359
83668,8256,1,28,283,3874
32960,3456,17,8,279,1252
54227,2508,11,51,290,5622
110673,249,0,45,117,6379
41541,377,7,24,100,2828
111333,7168,1,64,263,8189
114402,4224,7,24,284,490
91873,2304,11,51,14,474
13134,18961,17,39,151,5680
5025,10240,11,70,156,7608
21425,4492,6,73,318,1826
27694,1536,13,58,265,8834
4560,5452,11,70,156,7608
74658,2355,13,18,291,4771
52053,1145,11,51,242,10461
89637,1716,9,44,114,2065
122111,3974,0,45,73,4144
109057,2446,17,8,279,4057
46324,1849,13,58,189,2874
118418,6291,16,56,158,3045
108555,5408,11,35,148,4998
113031,1849,13,58,135,6419
69775,953,13,58,265,2164
46232,2233,17,8,159,8607
106242,633,12,57,54,3762
19977,3705,10,63,295,6
112660,851,17,39,151,2874
123858,1728,0,45,138,4422
115240,2803,12,57,18,929
